County,State,Thousand Dry Tonnes/Yr
Warren,Tennessee,13.918
Washington,Tennessee,15.964
Wayne,Tennessee,77.49
Weakley,Tennessee,14.17
White,Tennessee,20.458
Andrews,Texas,0
Archer,Texas,0
Armstrong,Texas,0
Bailey,Texas,0
Baylor,Texas,0
Blanco,Texas,0
Borden,Texas,0
Briscoe,Texas,0
Brooks,Texas,0
Callahan,Texas,0
Carson,Texas,0
Castro,Texas,0
Childress,Texas,0
Cochran,Texas,0
Coke,Texas,0
Collingsworth,Texas,0
Comanche,Texas,0
Coryell,Texas,0
Cottle,Texas,0
Crosby,Texas,0
Dallam,Texas,0
Dawson,Texas,0
Deaf Smith,Texas,0
Dickens,Texas,0
Dimmit,Texas,0
Donley,Texas,0
Eastland,Texas,0
Ector,Texas,0
Falls,Texas,0
Fayette,Texas,0
Fisher,Texas,0
Floyd,Texas,0
Frio,Texas,0
Gaines,Texas,0
Garza,Texas,0
Gillespie,Texas,0
Glasscock,Texas,0
Gray,Texas,0
Grimes,Texas,1.6128
Guadalupe,Texas,0
Hale,Texas,0
Hall,Texas,0
Hamilton,Texas,0
Hansford,Texas,0
Hartley,Texas,0
Haskell,Texas,0
Hemphill,Texas,0
Hockley,Texas,0
Hood,Texas,0
Howard,Texas,0
Hutchinson,Texas,0
Irion,Texas,0
Jack,Texas,0
Jackson,Texas,0
Jim Hogg,Texas,0
Jones,Texas,0
Kent,Texas,0
Kerr,Texas,0
Kimble,Texas,0
King,Texas,0
Lamb,Texas,0
La Salle,Texas,0
Limestone,Texas,0
Lipscomb,Texas,0
Lubbock,Texas,0
Lynn,Texas,0
McMullen,Texas,0
Martin,Texas,0
Mason,Texas,0
Menard,Texas,0
Midland,Texas,0
Mitchell,Texas,0
Moore,Texas,0
Motley,Texas,0
Nolan,Texas,0
Ochiltree,Texas,0
Oldham,Texas,0
Parmer,Texas,0
Potter,Texas,0
Rains,Texas,0
Randall,Texas,0
Reagan,Texas,0
Roberts,Texas,0
Rockwall,Texas,0
Runnels,Texas,0
Schleicher,Texas,0
Scurry,Texas,0
Shackelford,Texas,0
Sherman,Texas,0
Somervell,Texas,0
Stephens,Texas,0
Sterling,Texas,0
Stonewall,Texas,0
Sutton,Texas,0
Swisher,Texas,0
Taylor,Texas,0
Terry,Texas,0
Throckmorton,Texas,0
Upton,Texas,0
Uvalde,Texas,0
Wheeler,Texas,0
Winkler,Texas,0
Yoakum,Texas,0
Young,Texas,0
Zavala,Texas,0
Beaver,Utah,0.22997
Bennington,Vermont,18.542
Caledonia,Vermont,13.857
Chittenden,Vermont,3.3499
Essex,Vermont,17.914
Franklin,Vermont,8.1846
Emporia,Virginia,0
Fairfax City,Virginia,0
Franklin City,Virginia,0
Harrisonburg,Virginia,0
Lexington,Virginia,0
Manassas,Virginia,0
Manassas Park,Virginia,0
Staunton,Virginia,0
Martinsville,Virginia,0
Norton,Virginia,0
Petersburg,Virginia,0
Poquoson,Virginia,0
Brown,Wisconsin,1.0655
Buffalo,Wisconsin,4.9137
Portsmouth,Virginia,0
Chippewa,Wisconsin,20.656
Clark,Wisconsin,17.395
Columbia,Wisconsin,5.9144
Crawford,Wisconsin,4.0858
Dane,Wisconsin,3.7651
Radford,Virginia,0
Waynesboro,Virginia,0
Winchester,Virginia,0
Adams,Washington,0
Asotin,Washington,0.2683
Benton,Washington,0
Chelan,Washington,5.9616
Clallam,Washington,83.379
Clark,Washington,47.109
Columbia,Washington,0
Cowlitz,Washington,105.26
Douglas,Washington,0
Ferry,Washington,19.931
Franklin,Washington,0
Garfield,Washington,4.1625
Grant,Washington,0
Grays Harbor,Washington,166.4
Island,Washington,0.68991
Jefferson,Washington,53.713
King,Washington,45.693
Kitsap,Washington,12.212
Kittitas,Washington,4.6991
Wahkiakum,Washington,32.597
Yakima,Washington,7.2058
Barbour,West Virginia,16.771
Berkeley,West Virginia,35.512
Boone,West Virginia,14.311
Braxton,West Virginia,24.406
Washakie,Wyoming,0.015331
Weston,Wyoming,0
Adjuntas,Puerto Rico,0
Aguada,Puerto Rico,0
Aguadilla,Puerto Rico,0
Aguas Buenas,Puerto Rico,0
Aibonito,Puerto Rico,0
Anasco,Puerto Rico,0
Arecibo,Puerto Rico,0
Arroyo,Puerto Rico,0
Barceloneta,Puerto Rico,0
Barranquitas,Puerto Rico,0
Bayamon,Puerto Rico,0
Cabo Rojo,Puerto Rico,0
Caguas,Puerto Rico,0
Camuy,Puerto Rico,0
Canovanas,Puerto Rico,0
Carolina,Puerto Rico,0
Catano,Puerto Rico,0
Cayey,Puerto Rico,0
Ceiba,Puerto Rico,0
Ciales,Puerto Rico,0
Cidra,Puerto Rico,0
Coamo,Puerto Rico,0
Comerio,Puerto Rico,0
Corozal,Puerto Rico,0
Culebra,Puerto Rico,0
Brooke,West Virginia,0.74357
Cabell,West Virginia,4.975
Calhoun,West Virginia,11.292
Clay,West Virginia,12.896
Doddridge,West Virginia,10.974
Fayette,West Virginia,38.14
Gilmer,West Virginia,10.072
Grant,West Virginia,15.019
Greenbrier,West Virginia,29.035
Hampshire,West Virginia,17.407
Hancock,West Virginia,0.091988
Hardy,West Virginia,13.792
Harrison,West Virginia,9.3227
Jackson,West Virginia,7.5655
Jefferson,West Virginia,1.9088
Kanawha,West Virginia,29.625
Lewis,West Virginia,16.004
Lincoln,West Virginia,7.9664
Logan,West Virginia,4.5534
McDowell,West Virginia,10.172
Marion,West Virginia,14.417
Marshall,West Virginia,1.9778
Mason,West Virginia,5.4427
Mercer,West Virginia,17.749
Ohio,West Virginia,0.2913
Pendleton,West Virginia,19.005
Pleasants,West Virginia,2.9171
Pocahontas,West Virginia,28.31
Preston,West Virginia,35.899
Putnam,West Virginia,6.4687
Raleigh,West Virginia,26.506
Randolph,West Virginia,38.045
Ritchie,West Virginia,14.075
Roane,West Virginia,12.2
Summers,West Virginia,18.681
Taylor,West Virginia,4.3235
Barron,Wisconsin,11.145
Eau Claire,Wisconsin,8.6151
Florence,Wisconsin,22.596
Fond du Lac,Wisconsin,0.40628
Forest,Wisconsin,45.452
Grant,Wisconsin,5.4427
Rincon,Puerto Rico,0
Rio Grande,Puerto Rico,0
Sabana Grande,Puerto Rico,0
Salinas,Puerto Rico,0
San German,Puerto Rico,0
San Juan,Puerto Rico,0
San Lorenzo,Puerto Rico,0
San Sebastian,Puerto Rico,0
Santa Isabel,Puerto Rico,0
Green,Wisconsin,0.5596
Vega Alta,Puerto Rico,0
Vega Baja,Puerto Rico,0
Vieques,Puerto Rico,0
Villalba,Puerto Rico,0
Yabucoa,Puerto Rico,0
Green Lake,Wisconsin,4.3406
La Crosse,Wisconsin,2.6753
Lafayette,Wisconsin,1.9028
Langlade,Wisconsin,47.592
Lincoln,Wisconsin,35.009
Marquette,Wisconsin,2.568
Menominee,Wisconsin,29.277
Pepin,Wisconsin,16.993
Portage,Wisconsin,11.634
Price,Wisconsin,35.657
Rusk,Wisconsin,22.325
Sawyer,Wisconsin,54.026
Taylor,Wisconsin,17.879
Washburn,Wisconsin,28.616
Waukesha,Wisconsin,0.52127
Waupaca,Wisconsin,16.688
Waushara,Wisconsin,6.787
Winnebago,Wisconsin,0.52893
Wood,Wisconsin,11.516
Albany,Wyoming,1.2955
Big Horn,Wyoming,1.6711
Campbell,Wyoming,0
Carbon,Wyoming,0
Converse,Wyoming,0.015331
Crook,Wyoming,5.2127
Fremont,Wyoming,0.068991
Goshen,Wyoming,0
Hot Springs,Wyoming,0.0076657048
Johnson,Wyoming,0.038329
Laramie,Wyoming,0
Lincoln,Wyoming,0.2683
Uinta,Wyoming,1.4105
Florida,Puerto Rico,0
Guanica,Puerto Rico,0
Guayama,Puerto Rico,0
Guayanilla,Puerto Rico,0
Guaynabo,Puerto Rico,0
Gurabo,Puerto Rico,0
Hatillo,Puerto Rico,0
Hormigueros,Puerto Rico,0
Humacao,Puerto Rico,0
Isabela,Puerto Rico,0
Jayuya,Puerto Rico,0
Juana Diaz,Puerto Rico,0
Juncos,Puerto Rico,0
Lajas,Puerto Rico,0
Lares,Puerto Rico,0
Las Marias,Puerto Rico,0
Las Piedras,Puerto Rico,0
Loiza,Puerto Rico,0
Luquillo,Puerto Rico,0
Manati,Puerto Rico,0
Maricao,Puerto Rico,0
Maunabo,Puerto Rico,0
Mayaguez,Puerto Rico,0
Moca,Puerto Rico,0
Morovis,Puerto Rico,0
Naguabo,Puerto Rico,0
